SRR3437043	SRR3437044	SRR3437051	SRR3437052	SRR3437053	SRR3437060	SRR3437054	SRR3437056
ABCA9	0.208367270467451	0.344240075836835	0.319646931270002	0.607361285100118	0.315513684693885	0.12961231046826	0.41275782698034	0.482306664301689
ABCB1	0.975971269956544	0.628830454322186	0.786026835661145	0.906786048199926	0.126671508238538	0.121418196788703	0.372853802509624	1.03917484469162
ABCB10	2.9370606821279	3.12971333428113	3.71713132445941	1.44468879248744	2.09660934512343	3.74527343613627	1.74542016432549	2.65137579205997
ABCB4	0.121655424993419	0.120590933398742	0.0466565396574227	0.0443260565212819	0.052632273932964	0	0.137708023908259	0.225276156245261
ABCB6	2.64916666483267	2.44694179093978	3.67142596331331	2.89573057656955	4.06351490367054	3.14595597604575	4.24251832503992	2.898769613964
ABCB7	1.69428539685092	1.79528515613161	2.28543980389022	2.42672764024342	1.36490675487901	2.25318581777485	4.01756228140404	3.13740305297278
ABCB8	2.61824991785322	2.29587777056834	2.93516410924537	2.49502142311051	4.22600628283341	3.88370460364535	2.70725478878769	2.14446685495167
ABCB9	4.43579750483457	4.16310190554574	2.09029166257998	3.79122944022591	3.61358087099575	4.31497161523968	6.40992385943698	4.2162361108321
ABCC1	6.24185911312386	6.25836023587318	21.0080042219018	12.2339915998738	6.19238946003603	10.04139328353	2.61910068548592	6.14455156938196
ABCC10	3.79765904893515	3.7260167812799	3.65599883204527	1.99084121991269	2.36390305537721	1.92839782311624	2.20421385517258	2.0451186208609
ABCC11	0.222022227972403	0.330119282077747	0.255445794171139	0.202238614238084	3.69809309215419	3.6828322577733	2.35610965454088	0.274087320102866
ABCC12	0	0	0	0	0.575365361357506	0.196965661255192	0.0806462267931968	0
ABCC2	0	0.356741125419987	0.184030490479807	0.0437095527365658	0.259501220463153	0.0497478409963668	0.305533637835499	0.148095286075741
ABCC3	2.37930934572672	3.55388943191551	0.449999049575741	0.249387660278239	0.549937469412511	0.405485002484167	0.0553410092960491	0.301773987773163
ABCC4	3.95861592900128	7.631956868728	103.918999140255	105.159302925697	38.46351208372	30.4073574591469	8.38638514264523	18.0569712740726
ABCC5	5.10128546721193	5.4393142668365	4.37813637564572	5.12395952621199	12.7408911404844	8.37036643139467	22.4967776511497	4.67210656679569
ABCC6	0.499019705068545	0.40471629993	0.26097404348043	0.545464593624946	0.117759760554124	0.169314054670756	0.0385135932528599	0.126008550627054
ABCC6P1	0.363554959145065	0.720747666902923	0	0.397391838510982	0	1.1307245646419	0.0771612245332819	0
ABCC6P2	1.45489496185258	0.576865820678106	0	0.954183188848095	0	0.361999842050628	0.247030549852141	0.269411039223673
ABCC8	0.43694893379892	0.467319733684654	0.50272789542663	0.125688619944399	0.194013677566643	0.0286103933285776	0.20500073185609	0.106463524342811
ABCC9	0.699078568697524	0.870644052927005	0.288729871224382	0.176340781511651	0.255915137132838	0.200701508264985	0.0456532463863335	0.248946710442055
ABCD1	3.17969044730321	2.49217468400081	1.95680037396624	3.47563140307882	2.30340092281612	3.77178551803435	5.27332699009521	3.08093582255199
ABCD3	3.68446684918017	4.38267307628965	4.75724828030422	3.08766450306416	3.50685644088314	2.3428081221257	3.64930760679679	2.57747705664075
ABCD4	4.49598744364828	4.21292440895027	2.66723545608486	3.14831256593928	3.05444163504981	4.71938731539575	4.08530717329451	3.77247925939161
ABCE1	3.05667522573806	4.42071630232319	7.72549935326565	4.82004402016134	5.26800755504791	4.67549364273097	4.42427211829847	5.84579738483066
ABCF1	11.0130629928206	9.4657445479575	14.0343203364543	10.8952184977524	10.4942385904488	9.45201233493091	8.99463726267681	13.5526456274951
ABCF2	2.43027820692552	1.92721051219952	3.07574961085551	2.32441096701751	2.28684066996208	3.0234496307757	3.35272850763845	2.08138047732147
ABCF3	7.93378164007712	7.62238029188513	8.84727926923911	7.00446646614001	12.8319841282452	14.0460873474932	13.6782282723193	9.32340578875226
ABCG1	1.43355048095496	1.21800585957259	2.35622766523485	4.42110593349466	2.99026296077889	4.3312237269106	1.1301012019212	2.55977899349296
ABCG2	2.01389458982322	1.55265670192511	1.35162379648765	0.489184955082422	0.508246249674691	0.487168298682557	0.759876907363816	0.776925265736959
ABCG4	0.301766369555172	0.149562948692903	0	0	0	0.0625700256601712	0	0
ABHD1	1.01528415156495	1.27477378925876	0.545125738511433	1.70166103462607	2.98687586186483	1.76832622627625	1.72387841592283	2.06806430778587
ABHD10	6.73165378747456	6.15946287710165	9.88982957475964	17.5464387123107	13.8448274733167	9.01889229748739	11.7815449086455	9.87641638867195
ABHD11	8.54434091317013	7.10351658338976	27.2720400251894	37.8102431679477	17.707774442586	35.8327310671513	17.6665950883044	27.9437537134623
ABHD11-AS1	0.946780588468418	1.8769924135055	2.72327597033657	9.83154611953604	11.6738701603096	12.9565321110991	3.61701981830333	9.20433455305411
ABHD12	7.97629353098176	8.3919874026913	8.93555547453771	10.1717760031101	61.7514411271898	39.6054013394239	17.7011535728612	7.25551176497352
ABHD13	1.41562676355978	1.92945493437988	2.64669824965743	2.12765071302153	0.918672417739008	1.68776549735293	1.45219370666891	1.31069763633606
ABHD14A	7.45185499916453	4.70059600312607	4.832431427864	8.44161288084677	6.8581696088214	8.5964398289299	8.28177127442042	6.52317156968552
ABHD14B	14.474570932719	12.2841760690905	9.69558613418785	25.5748865839817	27.5364864195332	20.844250949434	31.8151278165472	15.1457414505672
ABHD15	1.88461393769873	3.29145562545845	2.065072958033	1.86382689894984	3.96026209634426	0.893181740867185	1.2952125822574	1.91110562789508
ABHD16A	2.3934258729427	1.60716608355219	2.66490567976764	1.85664913168816	1.40290489809195	3.16970593405306	1.83529274731243	1.78711313897448
ABHD16B	4.41386443356403	1.04172449508773	3.38555622978932	3.67594113799025	3.00078091381181	4.18375672583261	3.03345562524672	0.778419018762968
ABHD17A	10.2715631520648	8.06470211092416	7.48854494961674	9.56010117556258	9.30563881656764	14.1070686459746	14.7207039829706	13.1824749291402
ABHD17AP1	0.335888933315162	2.33064920798084	1.54581667083628	2.20290523984866	2.17975462461922	3.34296960247397	3.99220432011853	2.48793731398839
ABHD17AP4	2.7580583039212	1.36696257177188	0	1.50737850295475	1.78984472146951	1.71561641315083	1.75611816627562	1.91521907091681
ABHD17AP5	1.01858410005324	0.673114289133608	0.390641103437229	0	0.440674120210126	1.68959406235548	0.576493829232408	0.314361526808122
ABHD17AP6	1.20070641679328	1.19020017024965	0.690731299755866	1.64057358618997	4.67519785004535	1.86721182896804	1.27419493386377	6.67024572974474
ABHD17B	1.8485883641347	2.31462709296611	2.68658234192533	1.80794163351131	3.66206897723205	5.08373202586716	3.38656565967743	4.5942068151005
ABHD17C	3.11652969397505	3.43251098823381	6.47417486207639	6.52930159418679	13.4831672802413	7.6466966635595	4.85067003994196	9.05734610070726
ABHD18	1.11706891352935	2.30686354103045	0.642617089212943	1.2210370347713	1.57066649885676	1.15809841048129	1.30398229203846	1.07736406224527
ABHD2	8.40422935949767	13.7610688337387	43.9421189020495	54.0298174907418	11.5542583338129	8.40312088655247	8.45615898897914	13.6028491580372
ABHD3	1.30064992992733	3.58130325611206	3.57485698739225	2.52747440015839	3.09487964664058	1.25852746563048	2.76051085971502	1.87326707374431
ABHD4	9.65540171974326	5.61053721689001	4.69256977029364	7.00570674351339	8.6425968223946	11.494288211853	8.55040641834834	2.38906410798427
ABHD5	1.41332653437108	1.6481880590803	1.62609087519129	1.63574260945388	2.15806983925691	2.0168562628535	2.15269479156866	1.77041540061271
ABHD6	2.11092478102529	1.48215496923876	0.404784438363808	1.15369665381914	1.48404399898998	0.656537462624518	1.56808586752901	1.62871562864943
ABHD8	6.66775265495844	3.87943598508294	2.33481236753741	3.16884148747887	1.69319145077961	1.80330171086275	3.44563055566197	5.23407580042181
ABI1	7.80117575917968	8.91126400584503	7.18046136360721	8.44603687501956	5.97866695190722	7.20961563094003	6.68598900716457	9.01147351610962
ABI2	2.2485581348558	2.90956001232502	3.84186084387521	2.48727167564351	2.28929022113714	2.0770936586972	1.96609783788658	3.0044047736962
ABI3	4.13799790646628	3.28143215952634	1.74567743098512	1.20616818590305	1.79023861335364	1.37279517566383	1.52230401781683	1.66022181345539
ABI3BP	1.96971414283387	0.79231033377523	0.229908195418832	0.187220858879468	0.778063989072041	0.14205641460686	0.727050197278437	1.29510191045281
ABITRAM	3.10281559191135	5.78225167859506	6.14025930864165	7.19019545909414	3.54389254850963	4.16894788395652	5.47908867877993	4.94126520296536
ABL1	10.8063577511395	9.11831039521843	12.3817866873593	8.29777714667986	6.49118379179851	3.99984550469848	5.61066992365801	6.78049772527771
ABL2	0.582114903126277	0.651475735827826	1.55554228354152	1.33416410280845	0.731156233963591	0.397139140038645	0.669553591707817	0.851916158724364
ABLIM1	5.09568089078124	5.50751750835184	1.55399319157535	4.96597719559967	1.1952459975138	0.687406106180182	2.94483935229263	3.80848881953983
ABLIM2	0.355772076464697	0.151139593465047	0.233903171243959	0.222219763085609	0.197895984246162	0.252918475438551	0.2588892982719	0.141172083641208
ABLIM3	4.07724999717735	3.05267811140434	1.09790425555659	3.17660460088073	0.731854500816788	0.593579533394296	2.39354652489954	0.44175952687652
ABO	3.4522146548928	1.56313926888357	0.392288033153883	5.86992008219159	0.165949495289248	0.106044833371012	0.289462153886312	0.276226006352138
ABR	7.72708041876487	6.09782892842717	7.85456069286702	7.18888558422204	5.32283138560861	2.55104165742572	4.1185819522029	5.09370025803201
ABRACL	6.06372580934655	7.92315311224243	9.5135023343684	8.73702830175684	8.9433204255485	9.60111454430848	6.08386056021078	16.8428104574293
ABRAXAS1	2.48297790125547	2.17881298863471	3.18459517029929	2.18015800428976	2.16605153021325	2.32941890828318	1.79694751447192	3.16574592758635
ABRAXAS2	4.34814191746359	5.2562139498335	6.10087543946806	3.47768289133468	4.67994424380175	5.54135392734961	3.6013793866769	3.53489164561092
ABT1	5.53720268050235	5.59430477576061	5.14563133396113	4.88860826416975	7.4631598707146	9.5381976731138	10.5769869372472	10.8450988164555
ABTB1	10.5394907522487	8.73129297924982	4.5692632982713	4.50799235556682	6.01357292913226	2.02696385969664	3.41480101918274	7.2126434531789
ABTB2	3.71577132479898	4.24511105739366	1.23182265957266	1.37681577490541	2.94266874323594	4.46599845330507	4.06349368297779	1.51608680071168
ACAA1	11.8632700276723	9.00539014264607	9.08254308845886	22.3675793506277	13.2795093449642	18.4347884664431	10.8577331319053	15.8021744634658
ACAA2	6.30590510234179	3.85145872165544	1.02598868671054	1.46211119120443	1.65342362989409	1.74333826372918	0.648907078514039	2.71283774496326
ACACA	5.3425995393823	6.22620379339401	25.2520584769603	22.4913038627691	11.6506562303657	10.8381451712215	8.49927747745005	7.70955832271449
ACACB	4.12433098487989	4.43071347054903	1.49064316876964	1.55780448401893	1.00893817035362	0.832776733035507	0.476631258661866	1.07961188032594
ACAD10	2.87637326306356	2.43395535151793	2.62329449302849	2.91402889238095	4.46168982197075	3.40386822602474	5.06255018719818	2.85803678682145
ACAD11	0.373595519312195	1.1109796145108	0.859674321810202	0.136122298746857	0.565705442216893	0.15492701366522	0.317168967443778	0.518855792409113
ACAD8	7.87751763602939	8.28844634779952	12.5571283725875	24.5813722526322	6.74000577567274	3.66824134286354	5.23062298928604	4.72659176411908
ACAD9	3.38765306749683	2.4922737286834	2.86232610560095	2.57470712497977	4.39684175813741	3.78646148443379	5.50483202742465	4.80284731794643
ACADL	2.25062536237825	3.1353642683673	3.35927085533443	20.0132145193588	2.44740073788283	0.529719877565933	1.39429374207112	1.1263807812263
ACADM	1.59263149664682	1.87188226282258	3.08888377666345	1.66625295784545	1.06306952710484	1.21711737223803	1.19756192361165	1.8958916822964
ACADS	4.80466653557756	5.11982234983207	3.04038261648002	6.30221721358006	4.98878912017105	2.24151301200763	3.05923996386458	4.11489478805065
ACADSB	4.47404705737747	6.52777254106608	11.2783989416345	13.35259525915	8.41670604283911	6.44161124134075	6.91376454201195	5.25947912809757
ACADVL	64.4323475954355	58.3904301780612	56.4780316487105	91.0391723452849	133.583594005414	48.0466918991254	86.273676996712	38.7074913244451
ACAN	0.200997858116302	0	0.165183131057615	0.0313864545351353	0.0372679322845836	0	0	0
ACAP1	3.08316163870113	4.0609565647184	1.26342388144025	1.47731219319231	1.75414431462618	1.15596014252663	1.8286586269176	1.9552270164683
ACAP2	1.24606113233816	1.79659349754656	2.15046762508486	1.14534748757177	1.47024114568569	1.30357235729943	1.39445240620494	1.07503915226819
ACAP3	7.7743223789064	5.99378627140311	7.49531120518362	7.31763273827297	8.26844742079343	6.940443738684	10.6029642885256	9.23086320438259
ACAT1	7.15513822132019	6.03394374946468	8.41658854502318	12.8989504208586	5.40567262061812	4.84934223579186	5.66646579891711	10.2338094519486
ACAT2	14.0126397212579	12.0066346844965	5.60175493648164	51.0128243899247	20.0365622144801	19.2056073836713	11.5937736839473	24.7385487229544
ACBD3	5.50103527760711	7.9629664218542	16.4759334381444	7.34925770112229	8.83975831997988	8.69041693816721	5.633865858595	6.22512902529396
ACBD3-AS1	7.02918223812441	7.54831621991977	12.8049963195863	8.96397141523463	7.60265818605506	5.10115291442932	1.98917310049163	4.88112374428984
ACBD4	4.73064336934154	5.34739033058406	3.72402219291047	3.53800816394655	6.46306482448007	5.47227568434637	5.14348221925985	3.76526185724336
ACBD5	0.983145825586969	1.52766238572488	2.69030294943068	2.23643258346006	1.75884796173065	1.35533551173729	1.42116922486159	1.50072045479716
ACBD6	3.12883760765821	3.5563409240447	3.59985761254555	5.8824783890767	3.51946803008606	2.80260740335203	4.67503342507719	5.25308489578939
ACBD7	0.26513060472339	0.613224960813909	0.610087543946806	0.386409210148298	0.114704515779455	0	0.150057474444871	1.06374054150329
ACCS	4.29220167482344	7.17971289141356	6.97542825670254	8.09315931208908	4.03887148627441	8.20997792780153	9.65639501188843	5.56367697231919
ACD	5.93125872223575	5.2046792427858	2.90865814467472	3.6136394672913	4.41699579689361	5.92734026203469	8.83262598027022	6.30186107572843
ACE	1.42362298168031	1.74538977745995	0.991383142243746	0.491407193969826	0.826612985082735	0.23303875068053	0.318053678650037	0.659050579274839
ACE2	0.0965348726100358	0.0637934581446062	0	0	0.375878418378223	0	0	0
ACER1	0.658370535258501	0	0	0.479764376465639	0	1.3651044463884	0	0
ACER2	1.46916583922813	1.00821500177297	3.25064675867799	0.247062217667844	1.17343588302617	1.26536764118166	0.479718539831872	0.313908066257371
ACER3	0.69182768218922	0.564755184238452	0.936442918723649	0.370694923379433	0.563403636677615	1.46822886331494	0.725533280149668	0.615428481211623
ACHE	0.923076214383053	1.52499874538616	0.177006253545686	0.84082416493978	2.99515620731919	1.6268667422938	0.914267705122873	1.13954124396228
ACIN1	18.8856225857182	19.8456406433878	20.1455460902892	16.9207787221087	19.4664769317146	19.4722933698441	22.3705551128561	17.9953857763778
ACKR1	10.5651902229802	2.36005503844376	1.02724142014975	1.78920674869949	1.54507963135402	0.740501101402709	3.03193050929637	2.20441169416065
ACKR3	7.87245772401856	5.25240509914522	4.18042595330507	1.65483944346119	1.57195058146453	6.78041443284394	1.02821991184833	2.24274928884171
ACKR4	3.40507563458537	2.56055802831529	1.75620179848007	1.54013532317632	1.82873981095817	1.46074870696338	1.79428034448618	1.73941214983227
ACLY	14.5018499083553	15.8064890121577	58.8474419550073	49.1332888446544	26.0852340872922	38.0291677387426	17.8798321364755	34.8766247055835
ACMSD	0	0.228749811807923	0.398264070477793	0.504494498963868	0.299515620731919	0.574188261986048	0	0.320495974864392
ACO1	7.34202969379209	4.72850537525392	3.57936868106448	3.53660326328582	5.27607370873418	1.90937547397425	4.54277900497783	2.53478166645892
ACO2	7.45521582408026	4.8915896939502	9.18803617340343	8.49709338684089	8.74640383426196	10.331062373443	12.545793220475	8.9906012752511
ACOT1	7.24910475476798	4.6062017265	2.13856309888827	9.14284069741458	8.20239338104043	4.85607973170762	13.5708562208808	4.99081553266488
ACOT11	1.21889521409987	0.604114907294579	0.184524942923522	0.0701231862428795	0.0832635031635508	0	0.0816945451967521	0.267287738300416
ACOT13	4.56454255487369	6.29202543348412	3.69259859610043	7.32814426282836	7.12770832896082	6.65465117015009	4.84391264798828	15.2539745597041
ACOT2	10.4974667747782	5.82714348650144	4.0259238328781	9.48557812299281	10.3547593293323	6.09449935064691	15.3285821271137	6.86835709241916
ACOT7	3.49199731901109	2.66264780944423	1.44224695389025	2.83828605117072	3.60257388616352	2.67342054780704	2.964578338697	3.64767152192327
ACOT8	6.9816913996223	5.56501953742363	4.14058036831146	7.00209165523323	7.56686248260671	5.9994365187256	6.29383232100319	5.93106484674018
ACOT9	7.27750389870944	5.27355507849567	5.31256885641828	4.33401496139027	5.66729220483557	3.3093070121864	3.70700119964699	5.71575108536182
ACOX1	4.61415565092103	4.57378153766468	8.48534141952084	7.85479547566119	6.77412809409179	8.23412023056869	5.33002845325435	4.79740881322879
ACOX2	9.34496958547405	8.53189528268161	2.92372845740241	1.07523441735747	0.531967320107175	0.407924488504867	1.25266393916652	1.44205024735392
ACOX3	3.91119344503022	2.66541707393663	2.2499952478787	6.68002661459568	4.44180263756259	5.57541878415729	3.32046055776295	3.62128785327796
ACOXL	0.613802178544344	0.456323532038428	0.662067092310985	1.04832832903803	0.746864144241546	1.28860244913578	1.40044458247062	0.461748556759781
ACOXL-AS1	0.268354491165479	0.425610199602891	0.185251792330482	0.293330848429925	0.139319134425054	0.534165206218224	1.18468050299018	0.149078107164187
ACP1	10.0945928415693	9.48354928924647	20.541618273557	14.9866397098454	16.9150006829405	15.37002598599	12.2793185626503	14.2985375709132
ACP2	7.64571522863345	7.04383964132538	16.248046194085	20.5491730317054	16.8113888247325	9.62375125442402	11.0727686043799	9.49418730591394
ACP3	388.215877359746	512.559703318014	104.040595096639	1619.67758509021	183.414128738578	80.4342504185908	136.569165680629	97.080127803098
ACP4	0.467040796994108	0	0	0.765764004761102	0	0.871551035518315	0.991251498475246	0.432422785758415
ACP5	3.97232677868199	4.68251413331519	1.2352234959663	4.57674505894559	1.53277298475279	1.20207758444561	1.82289758267048	1.98804857309967
ACP6	1.69848948227283	1.32100012225408	2.6155983696417	2.45638720691204	3.18800700555915	2.7307097232249	2.66207189718092	2.37098787175034
ACRBP	0.890296519270018	0.88250637623625	0.768242340495516	1.09480322555689	2.02215588826536	1.38449513454732	1.70061585207159	1.85468835454195
ACRV1	0	0	0.3673578588615	0.523512630865715	1.45043071353929	0.397222445123308	0.677666587342731	0.147812373532296
ACSBG1	3.5384588218017	2.4781229612525	4.82342040911994	4.07799719995793	2.29628642561138	2.7752432662659	2.84076036948893	2.20786116017692
ACSF2	7.13588709183407	6.37682026699742	0.870771836918384	1.35909791104342	0.841971115309186	0.605289713471923	1.00968463829509	1.2012655756173
ACSF3	1.37609605393585	1.17223488466098	0.989534788260891	1.62168588479974	0.697671034226322	0.668737272536066	0.876191513218271	1.85142223668489
ACSL1	7.81672796573298	14.5344512802235	23.8062445519054	30.7146186237457	50.3288783227983	34.7034742613524	43.5901796057564	18.779231925306
ACSL3	4.12462116990709	4.13156767328559	44.1086194335373	7.85429718395888	4.1699811247703	6.80577757910146	4.92074382688639	6.29112847972704
ACSL4	1.79148624637786	3.05314812502715	1.01250914424147	0.30919324873816	0.489510235226893	0.31280620189632	0.293508266382341	0.640199093708326
ACSL5	9.84770817544018	9.08574125614077	37.825427724702	4.30570262736675	2.55627206594213	0.753925704401308	1.0932758852412	1.54300825800477
ACSM1	1.74526627098111	1.08124693503362	47.5645314587891	16.9308564570478	137.751539576815	93.0920457025858	106.587448458601	4.74671680976788
ACSM3	2.54546562739891	3.14364987710681	8.40190469143787	9.53306509220525	2.87048432577352	1.09019313284408	2.90496084948629	3.3226883189048
ACSM5	0.395387805681361	0.313542512677426	0.363928073149192	0.259312463888317	0.205269852613649	0	0.0671339647213616	0.0732161719010588
ACSS1	5.48089114797182	6.93413823730538	19.4573070237754	13.4797725877795	20.4985720025116	14.8036317872758	16.0408694911928	6.9108534890676
ACSS2	7.16580125266112	5.86005758366632	7.69491515032907	5.54818978805252	5.19278358763612	2.89730933034538	4.76541135783748	4.09137214253969
ACSS3	0.899505651963253	1.11033783551154	0.663910051885574	0.204065497577099	3.63457704507994	3.73721461631569	4.85564533107418	1.80708931833458
ACTA2	1067.254918826	387.467745747081	158.593856068745	163.678968259602	111.526090648663	96.6824215247757	24.852966669701	122.653177778502
ACTA2-AS1	552.927002444734	206.314076260109	68.1929521082257	88.8934205849454	84.2108445920988	59.528332179021	13.7079836504191	92.616456258812
ACTB	680.979622116531	383.983432678648	268.886563196905	329.72065442384	264.913373204284	187.369556838595	230.598447801205	226.920851179392
ACTBP2	0.837179986063348	1.10647282078418	0	0	0	0.34717170960688	0	0.516751004886725
ACTC1	32.1595319100506	2.57738106736596	0.629802163270851	2.09420292888669	0.177616686879452	0	0.116179869952295	0.506822164618159
ACTG1	195.053157256378	179.163604453349	156.077317196662	403.081642287648	349.224126077685	252.66749192677	341.166259571364	419.479769889127
ACTG1P17	0.598061783937112	0.741035888442652	0.516071190561873	1.14401829846148	1.7465075937908	1.86008506626205	2.66559634828525	1.52276363629907
ACTG2	837.857096474537	233.613401351658	120.723373993962	129.973721305613	50.2691110735525	39.2840594797151	8.09814239153181	66.4670471555816
ACTL10	1.18781190694774	0.588709244033784	1.82216924054359	1.51475827768494	7.70831736488843	7.14235064230402	10.9244306016419	4.39907551601611
ACTL6A	6.66411702101353	5.16607876514306	6.88094920749165	6.0703011755099	7.09691974619753	5.31452876074872	7.47092309859539	7.83135584382381
ACTN1	30.9226341877405	19.2415971238818	12.9419506686381	8.37242441890804	4.91385494699949	4.30168052530637	3.41854399462983	6.60549962943507
ACTN2	0.0697339507750437	0.0518428311807677	0	0.323953048594789	0.384658301080167	0.0650657259493535	0.0888023705576623	0
ACTN4	59.1959672550545	37.863340409528	29.2985947382685	21.2130680034509	27.8535788032027	31.80818599025	26.8928610176436	29.2342314687084
ACTR10	8.06931789488409	6.84505069441179	7.677224438881	8.14185922764565	5.43799938091435	7.81871260732128	8.56319566348064	6.46546472690039
ACTR1A	17.4364238601094	12.8794743664846	12.8578407274856	16.8516335420818	17.3881203819195	17.169524194876	22.3472167038852	13.1520623910767
ACTR1B	16.2568830942485	14.2636291696481	17.6931802965856	18.0100822711076	16.6802800265025	21.3180222441676	24.4323863911595	16.7808232475439
